Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2020†","Cholera, Cum 2020†, flag","Cholera, Cum 2019†","Cholera, Cum 2019†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2020†","Coccidioidomycosis, Cum 2020†, flag","Coccidioidomycosis, Cum 2019†","Coccidioidomycosis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
IOWA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20203921,POINT (-93.500061 42.074659)
TEXAS,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20203947,POINT (-99.317341 31.447238)
ALASKA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20203958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20203930,POINT (-77.016275 38.904785)
WASHINGTON,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20203962,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,39,,-,0,,,-,,-,,-,1,,1,,2,,,NEW ENGLAND,20203902,
RHODE ISLAND,2020,39,,-,0,,,-,,-,,-,0,,,-,1,,RHODE ISLAND,,20203907,POINT (-71.534637 41.572574)
OREGON,2020,39,,-,0,,,-,,-,,-,2,,6,,3,,OREGON,,20203961,POINT (-120.605279 43.940449)
DELAWARE,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20203929,POINT (-75.452394 38.994926)
ALABAMA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,ALABAMA,,20203939,POINT (-86.844516 32.756889)
KANSAS,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20203922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20203934,POINT (-79.130883 35.52603)
GUAM,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203966,POINT (144.653198 13.3532)
NEW JERSEY,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20203910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,39,,-,0,,,-,,-,,-,5,,,-,134,,NEW MEXICO,,20203954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,39,,-,0,,,-,3,,,-,5,,33,,55,,,EAST NORTH CENTRAL,20203914,
TENNESSEE,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20203942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20203903,POINT (-72.738288 41.575155)
MARYLAND,2020,39,,-,0,,,-,,-,,-,1,,4,,6,,MARYLAND,,20203933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20203935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20203946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203965,POINT (145.725693 15.1834)
OHIO,2020,39,,-,0,,,-,,-,,-,4,,10,,14,,OHIO,,20203918,POINT (-82.70936 40.415534)
MINNESOTA,2020,39,,-,0,,,-,3,,,-,6,,68,,75,,MINNESOTA,,20203923,POINT (-94.198308 46.349153)
NEW ENGLAND,2020,45,,-,0,,,-,,-,,-,1,,1,,2,,,NEW ENGLAND,20204502,
LOUISIANA,2020,39,,-,0,,,-,,-,,-,3,,4,,10,,LOUISIANA,,20203945,POINT (-91.840238 30.921314)
HAWAII,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20203960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,39,,-,0,,,-,,-,,-,1,,4,,6,,,SOUTH ATLANTIC,20203928,
PENNSYLVANIA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20203913,POINT (-77.838886 40.896694)
UTAH,2020,39,,-,0,,,-,,-,,-,4,,25,,47,,UTAH,,20203955,POINT (-111.678222 39.323779)
COLORADO,2020,39,,-,1,,,-,,-,,N,,NC,,N,,N,COLORADO,,20203950,POINT (-105.547832 38.998552)
VERMONT,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20203908,POINT (-72.662695 44.075252)
KENTUCKY,2020,39,,-,0,,,-,,-,,-,1,,7,,2,,KENTUCKY,,20203940,POINT (-85.290484 37.526683)
PUERTO RICO,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20203967,POINT (-66.414655 18.215692)
MAINE,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20203904,POINT (-69.06137 45.117911)
VIRGINIA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20203936,POINT (-78.666382 37.510861)
ARIZONA,2020,39,,-,0,,,-,,-,289,,386,,7258,,7274,,ARIZONA,,20203949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20203964,
WISCONSIN,2020,39,,-,0,,,-,,-,,-,1,,2,,7,,WISCONSIN,,20203919,POINT (-89.732969 44.639954)
IDAHO,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20203951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203968,POINT (-64.840836 18.060868)
MICHIGAN,2020,39,,-,0,,,-,2,,,-,3,,19,,34,,MICHIGAN,,20203917,POINT (-85.730977 44.874798)
GEORGIA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20203932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20203912,
ARKANSAS,2020,39,,-,0,,,-,,-,,-,3,,4,,9,,ARKANSAS,,20203944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20203941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,39,,-,0,,,-,,-,,-,2,,,-,6,,SOUTH DAKOTA,,20203927,POINT (-100.230491 44.43614)
WYOMING,2020,39,,-,0,,,-,,-,,-,1,,,-,1,,WYOMING,,20203956,POINT (-107.55145 42.999627)
MISSOURI,2020,39,,-,0,,,-,,-,,-,2,,10,,24,,MISSOURI,,20203924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20203909,
CALIFORNIA,2020,39,,-,1,,,-,,-,,-,152,,686,,5866,,CALIFORNIA,,20203959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20203937,POINT (-80.613729 38.642579)
FLORIDA,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20203931,POINT (-82.420978 28.260731)
MONTANA,2020,39,,-,0,,,-,,-,,-,2,,8,,11,,MONTANA,,20203952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,39,,-,0,,,-,3,,,-,6,,90,,114,,,WEST NORTH CENTRAL,20203920,
MASSACHUSETTS,2020,39,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20203905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,39,,-,1,,,-,,-,289,,387,,7318,,7552,,,MOUNTAIN,20203948,
INDIANA,2020,39,,-,0,,,-,,-,,-,1,,2,,,-,INDIANA,,20203916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,39,,-,0,,,-,1,,,-,1,,,-,4,,,NON-US RESIDENTS,20203969,
US TERRITORIES,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203963,
TOTAL,2020,45,,-,1,,,-,7,,265,,439,,9975,,15708,,,TOTAL,20204570,
PACIFIC,2020,45,,-,0,,,-,,-,,-,131,,893,,6644,,,PACIFIC,20204557,
WEST SOUTH CENTRAL,2020,45,,-,0,,,-,,-,,-,3,,8,,25,,,WEST SOUTH CENTRAL,20204543,
EAST SOUTH CENTRAL,2020,45,,-,0,,,-,,-,,-,1,,7,,2,,,EAST SOUTH CENTRAL,20204538,
NEVADA,2020,45,,-,0,,,-,,-,,-,4,,30,,103,,NEVADA,,20204553,POINT (-114.916992 39.283294)
TEXAS,2020,45,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20204547,POINT (-99.317341 31.447238)
ALASKA,2020,45,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20204558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,45,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20204530,POINT (-77.016275 38.904785)
WASHINGTON,2020,45,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20204562,POINT (-120.592492 47.411715)
OREGON,2020,45,,-,0,,,-,,-,,-,2,,7,,3,,OREGON,,20204561,POINT (-120.605279 43.940449)
US RESIDENTS,2020,45,,-,1,,,-,6,,265,,439,,9975,,15704,,,US RESIDENTS,20204501,
NEW HAMPSHIRE,2020,45,,-,0,,,-,,-,,-,1,,1,,1,,NEW HAMPSHIRE,,20204506,POINT (-71.57139 43.680429)
TOTAL,2020,40,,-,1,,,-,7,,238,,439,,8274,,13962,,,TOTAL,20204070,
US RESIDENTS,2020,40,,-,1,,,-,6,,238,,439,,8274,,13958,,,US RESIDENTS,20204001,
NEW HAMPSHIRE,2020,40,,-,0,,,-,,-,,-,1,,1,,1,,NEW HAMPSHIRE,,20204006,POINT (-71.57139 43.680429)
NEW YORK,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20204011,POINT (-75.59655 42.921241)
PACIFIC,2020,40,,-,1,,,-,,-,,-,152,,571,,5986,,,PACIFIC,20204057,
WEST SOUTH CENTRAL,2020,40,,-,0,,,-,,-,,-,3,,8,,19,,,WEST SOUTH CENTRAL,20204043,
NEBRASKA,2020,40,,-,0,,,-,,-,,-,2,,10,,6,,NEBRASKA,,20204025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,40,,-,0,,,-,,-,,-,1,,7,,2,,,EAST SOUTH CENTRAL,20204038,
NORTH DAKOTA,2020,40,,-,0,,,-,,-,,-,1,,2,,3,,NORTH DAKOTA,,20204026,POINT (-100.46931 47.446305)
NEVADA,2020,40,,-,0,,,-,,-,,-,5,,27,,90,,NEVADA,,20204053,POINT (-114.916992 39.283294)
ILLINOIS,2020,40,,-,0,,,-,1,,,N,,NC,,N,,N,ILLINOIS,,20204015,POINT (-89.148632 40.124144)
IOWA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20204021,POINT (-93.500061 42.074659)
TEXAS,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20204047,POINT (-99.317341 31.447238)
ALASKA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20204058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20204030,POINT (-77.016275 38.904785)
WASHINGTON,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20204062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,40,,-,0,,,-,,-,,-,1,,1,,2,,,NEW ENGLAND,20204002,
RHODE ISLAND,2020,40,,-,0,,,-,,-,,-,0,,,-,1,,RHODE ISLAND,,20204007,POINT (-71.534637 41.572574)
OREGON,2020,40,,-,0,,,-,,-,,-,2,,6,,3,,OREGON,,20204061,POINT (-120.605279 43.940449)
DELAWARE,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20204029,POINT (-75.452394 38.994926)
ALABAMA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,ALABAMA,,20204039,POINT (-86.844516 32.756889)
KANSAS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20204022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20204034,POINT (-79.130883 35.52603)
GUAM,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204066,POINT (144.653198 13.3532)
NEW JERSEY,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20204010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,40,,-,0,,,-,,-,,-,5,,,-,137,,NEW MEXICO,,20204054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,40,,-,0,,,-,3,,,-,5,,34,,55,,,EAST NORTH CENTRAL,20204014,
TENNESSEE,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20204042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20204003,POINT (-72.738288 41.575155)
MARYLAND,2020,40,,-,0,,,-,,-,,-,1,,4,,6,,MARYLAND,,20204033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20204035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20204046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204065,POINT (145.725693 15.1834)
OHIO,2020,40,,-,0,,,-,,-,,-,4,,10,,14,,OHIO,,20204018,POINT (-82.70936 40.415534)
MINNESOTA,2020,40,,-,0,,,-,3,,,-,6,,72,,78,,MINNESOTA,,20204023,POINT (-94.198308 46.349153)
LOUISIANA,2020,40,,-,0,,,-,,-,,-,3,,4,,10,,LOUISIANA,,20204045,POINT (-91.840238 30.921314)
HAWAII,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20204060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,40,,-,0,,,-,,-,,-,1,,4,,6,,,SOUTH ATLANTIC,20204028,
PENNSYLVANIA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20204013,POINT (-77.838886 40.896694)
UTAH,2020,40,,-,0,,,-,,-,,-,4,,29,,49,,UTAH,,20204055,POINT (-111.678222 39.323779)
COLORADO,2020,40,,-,1,,,-,,-,,N,,NC,,N,,N,COLORADO,,20204050,POINT (-105.547832 38.998552)
VERMONT,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20204008,POINT (-72.662695 44.075252)
KENTUCKY,2020,40,,-,0,,,-,,-,,-,1,,7,,2,,KENTUCKY,,20204040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20204067,POINT (-66.414655 18.215692)
MAINE,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20204004,POINT (-69.06137 45.117911)
NEW YORK,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20204511,POINT (-75.59655 42.921241)
NEBRASKA,2020,45,,-,0,,,-,,-,,-,2,,10,,6,,NEBRASKA,,20204525,POINT (-99.810595 41.527099)
VIRGINIA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20204036,POINT (-78.666382 37.510861)
ARIZONA,2020,40,,-,0,,,-,,-,238,,385,,7491,,7482,,ARIZONA,,20204049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20204064,
WISCONSIN,2020,40,,-,0,,,-,,-,,-,1,,2,,7,,WISCONSIN,,20204019,POINT (-89.732969 44.639954)
IDAHO,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20204051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204068,POINT (-64.840836 18.060868)
MICHIGAN,2020,40,,-,0,,,-,2,,,-,3,,20,,34,,MICHIGAN,,20204017,POINT (-85.730977 44.874798)
GEORGIA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20204032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20204012,
ARKANSAS,2020,40,,-,0,,,-,,-,,-,3,,4,,9,,ARKANSAS,,20204044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20204041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,40,,-,0,,,-,,-,,-,2,,,-,6,,SOUTH DAKOTA,,20204027,POINT (-100.230491 44.43614)
WYOMING,2020,40,,-,0,,,-,,-,,-,1,,,-,1,,WYOMING,,20204056,POINT (-107.55145 42.999627)
MISSOURI,2020,40,,-,0,,,-,,-,,-,2,,10,,25,,MISSOURI,,20204024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204009,
CALIFORNIA,2020,40,,-,1,,,-,,-,,-,152,,565,,5983,,CALIFORNIA,,20204059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20204037,POINT (-80.613729 38.642579)
FLORIDA,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20204031,POINT (-82.420978 28.260731)
MONTANA,2020,40,,-,0,,,-,,-,,-,2,,8,,11,,MONTANA,,20204052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,40,,-,0,,,-,3,,,-,6,,94,,118,,,WEST NORTH CENTRAL,20204020,
MASSACHUSETTS,2020,40,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20204005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,40,,-,1,,,-,,-,238,,386,,7555,,7770,,,MOUNTAIN,20204048,
INDIANA,2020,40,,-,0,,,-,,-,,-,1,,2,,,-,INDIANA,,20204016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,40,,-,0,,,-,1,,,-,0,,,-,4,,,NON-US RESIDENTS,20204069,
US TERRITORIES,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204063,
NEW ENGLAND,2020,41,,-,0,,,-,,-,,-,1,,1,,2,,,NEW ENGLAND,20204102,
TOTAL,2020,41,,-,1,,,-,7,,293,,439,,8641,,14285,,,TOTAL,20204170,
US RESIDENTS,2020,41,,-,1,,,-,6,,293,,439,,8641,,14281,,,US RESIDENTS,20204101,
NEW HAMPSHIRE,2020,41,,-,0,,,-,,-,,-,1,,1,,1,,NEW HAMPSHIRE,,20204106,POINT (-71.57139 43.680429)
NEW YORK,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20204111,POINT (-75.59655 42.921241)
PACIFIC,2020,41,,-,1,,,-,,-,16,,152,,632,,6103,,,PACIFIC,20204157,
WEST SOUTH CENTRAL,2020,41,,-,0,,,-,,-,,-,3,,8,,22,,,WEST SOUTH CENTRAL,20204143,
NEBRASKA,2020,41,,-,0,,,-,,-,,-,2,,10,,6,,NEBRASKA,,20204125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,41,,-,0,,,-,,-,,-,1,,7,,2,,,EAST SOUTH CENTRAL,20204138,
NORTH DAKOTA,2020,41,,-,0,,,-,,-,,-,1,,2,,3,,NORTH DAKOTA,,20204126,POINT (-100.46931 47.446305)
NEVADA,2020,41,,-,0,,,-,,-,,-,5,,27,,90,,NEVADA,,20204153,POINT (-114.916992 39.283294)
ILLINOIS,2020,41,,-,0,,,-,1,,,N,,NC,,N,,N,ILLINOIS,,20204115,POINT (-89.148632 40.124144)
IOWA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20204121,POINT (-93.500061 42.074659)
TEXAS,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20204147,POINT (-99.317341 31.447238)
ALASKA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20204158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20204130,POINT (-77.016275 38.904785)
WASHINGTON,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20204162,POINT (-120.592492 47.411715)
RHODE ISLAND,2020,41,,-,0,,,-,,-,,-,0,,,-,1,,RHODE ISLAND,,20204107,POINT (-71.534637 41.572574)
OREGON,2020,41,,-,0,,,-,,-,,-,2,,6,,3,,OREGON,,20204161,POINT (-120.605279 43.940449)
DELAWARE,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20204129,POINT (-75.452394 38.994926)
ALABAMA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,ALABAMA,,20204139,POINT (-86.844516 32.756889)
KANSAS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20204122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20204134,POINT (-79.130883 35.52603)
GUAM,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204166,POINT (144.653198 13.3532)
NEW JERSEY,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20204110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,41,,-,0,,,-,,-,,-,5,,,-,137,,NEW MEXICO,,20204154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,41,,-,0,,,-,3,,2,,5,,37,,55,,,EAST NORTH CENTRAL,20204114,
TENNESSEE,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20204142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20204103,POINT (-72.738288 41.575155)
MARYLAND,2020,41,,-,0,,,-,,-,,-,1,,4,,7,,MARYLAND,,20204133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20204135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20204146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204165,POINT (145.725693 15.1834)
OHIO,2020,41,,-,0,,,-,,-,2,,4,,12,,14,,OHIO,,20204118,POINT (-82.70936 40.415534)
MINNESOTA,2020,41,,-,0,,,-,3,,,-,6,,72,,79,,MINNESOTA,,20204123,POINT (-94.198308 46.349153)
LOUISIANA,2020,41,,-,0,,,-,,-,,-,3,,4,,13,,LOUISIANA,,20204145,POINT (-91.840238 30.921314)
HAWAII,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20204160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,41,,-,0,,,-,,-,,-,1,,4,,7,,,SOUTH ATLANTIC,20204128,
PENNSYLVANIA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20204113,POINT (-77.838886 40.896694)
UTAH,2020,41,,-,0,,,-,,-,,-,4,,29,,52,,UTAH,,20204155,POINT (-111.678222 39.323779)
COLORADO,2020,41,,-,1,,,-,,-,,N,,NC,,N,,N,COLORADO,,20204150,POINT (-105.547832 38.998552)
VERMONT,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20204108,POINT (-72.662695 44.075252)
KENTUCKY,2020,41,,-,0,,,-,,-,,-,1,,7,,2,,KENTUCKY,,20204140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20204167,POINT (-66.414655 18.215692)
MAINE,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20204104,POINT (-69.06137 45.117911)
VIRGINIA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20204136,POINT (-78.666382 37.510861)
ARIZONA,2020,41,,-,0,,,-,,-,275,,385,,7793,,7680,,ARIZONA,,20204149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20204164,
WISCONSIN,2020,41,,-,0,,,-,,-,,-,1,,2,,7,,WISCONSIN,,20204119,POINT (-89.732969 44.639954)
IDAHO,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20204151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204168,POINT (-64.840836 18.060868)
MICHIGAN,2020,41,,-,0,,,-,2,,,-,3,,21,,34,,MICHIGAN,,20204117,POINT (-85.730977 44.874798)
GEORGIA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20204132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20204112,
ARKANSAS,2020,41,,-,0,,,-,,-,,-,3,,4,,9,,ARKANSAS,,20204144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20204141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,41,,-,0,,,-,,-,,-,2,,,-,6,,SOUTH DAKOTA,,20204127,POINT (-100.230491 44.43614)
WYOMING,2020,41,,-,0,,,-,,-,,-,1,,,-,1,,WYOMING,,20204156,POINT (-107.55145 42.999627)
MISSOURI,2020,41,,-,0,,,-,,-,,-,2,,10,,25,,MISSOURI,,20204124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204109,
CALIFORNIA,2020,41,,-,1,,,-,,-,16,,152,,626,,6100,,CALIFORNIA,,20204159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20204137,POINT (-80.613729 38.642579)
FLORIDA,2020,41,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20204131,POINT (-82.420978 28.260731)
MONTANA,2020,41,,-,0,,,-,,-,,-,2,,9,,11,,MONTANA,,20204152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,41,,-,0,,,-,3,,,-,6,,94,,119,,,WEST NORTH CENTRAL,20204120,
