Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2017","Chlamydia trachomatis infection, Cum 2017, flag","Chlamydia trachomatis infection, Cum 2016","Chlamydia trachomatis infection, Cum 2016, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2017","Coccidioidomycosis, Cum 2017, flag","Coccidioidomycosis, Cum 2016","Coccidioidomycosis, Cum 2016, flag",Location 1,Location 2
NEW HAMPSHIRE,2017,30,94,,72,,201,,3117,,2299,,,-,0,,1,,1,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MICHIGAN,2017,30,187,,817,,1095,,22373,,25884,,,-,0,,2,,11,,27,,"MICHIGAN
(44.66399, -84.711206)",
NEW JERSEY,2017,30,268,,681,,763,,18444,,19593,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
PACIFIC,2017,30,3068,,5128,,5737,,147596,,147876,,10,,86,,224,,1976,,1916,,,
SOUTH DAKOTA,2017,30,,-,83,,120,,2330,,2503,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARKANSAS,2017,30,50,,265,,549,,6553,,8779,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
NEW YORK,2017,30,826,,854,,2358,,24217,,22528,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
COLORADO,2017,30,,-,491,,790,,13727,,15431,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2017,30,398,,506,,633,,14390,,15293,,,-,0,,1,,1,,10,,"WISCONSIN
(44.395526, -89.834513)",
GUAM,2017,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
E.S. CENTRAL,2017,30,1457,,1799,,2485,,50323,,54581,,,-,0,,1,,2,,,-,,
ARIZONA,2017,30,421,,670,,1092,,19851,,18814,,120,,111,,155,,3232,,3493,,"ARIZONA
(34.869712, -111.760902)",
MISSOURI,2017,30,178,,634,,750,,18114,,17387,,2,,0,,2,,10,,16,,"MISSOURI
(38.636168, -92.566292)",
LOUISIANA,2017,30,672,,695,,1685,,21611,,16811,,,-,0,,3,,1,,8,,"LOUISIANA
(31.2931, -92.463284)",
PUERTO RICO,2017,30,,-,125,,350,,4174,,4642,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
DIST. OF COL.,2017,30,151,,157,,426,,5256,,4182,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEBRASKA,2017,30,100,,160,,274,,4456,,4668,,,-,0,,2,,7,,4,,"NEBRASKA
(41.640503, -99.367122)",
NORTH DAKOTA,2017,30,7,,59,,77,,1615,,2046,,,-,0,,1,,3,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW ENGLAND,2017,30,154,,1068,,1524,,29062,,30214,,,-,0,,1,,1,,2,,,
ALASKA,2017,30,46,,109,,142,,2496,,3197,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
HAWAII,2017,30,,-,130,,179,,3338,,3881,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2017,30,939,,743,,4710,,24963,,23109,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
S. ATLANTIC,2017,30,4063,,6322,,11499,,182091,,189322,,,-,0,,2,,4,,6,,,
MONTANA,2017,30,,-,77,,158,,1106,,2481,,,-,0,,2,,11,,7,,"MONTANA
(47.062617, -109.430168)",
E.N. CENTRAL,2017,30,1443,,4291,,5214,,115277,,135486,,1,,1,,4,,23,,51,,,
W.S. CENTRAL,2017,30,3391,,4222,,5410,,122565,,120839,,,-,0,,3,,2,,9,,,
C.N.M.I.,2017,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
RHODE ISLAND,2017,30,,-,79,,496,,2444,,2190,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WASHINGTON,2017,30,555,,505,,819,,13912,,17855,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
WYOMING,2017,30,24,,35,,59,,1021,,1149,,,-,0,,1,,2,,1,,"WYOMING
(43.23558, -108.110518)",
TEXAS,2017,30,2607,,2869,,4106,,85807,,82794,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
MOUNTAIN,2017,30,884,,2097,,2714,,58577,,61934,,121,,114,,159,,3341,,3578,,,
AMER. SAMOA,2017,30,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
VERMONT,2017,30,,-,23,,102,,567,,987,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
WEST VIRGINIA,2017,30,,-,87,,130,,2349,,2742,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
INDIANA,2017,30,337,,628,,974,,19078,,17659,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
OREGON,2017,30,391,,345,,545,,10541,,9908,,,-,0,,2,,5,,7,,"OREGON
(44.567912, -120.156945)",
CALIFORNIA,2017,30,2076,,3950,,4444,,117309,,113035,,10,,86,,224,,1971,,1909,,"CALIFORNIA
(37.640735, -121.002435)",
TENNESSEE,2017,31,224,,669,,917,,19135,,18582,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
VERMONT,2017,31,,-,24,,102,,625,,1026,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
DIST. OF COL.,2017,31,265,,157,,426,,5524,,4361,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WYOMING,2017,31,28,,35,,59,,1054,,1191,,,-,0,,1,,2,,1,,"WYOMING
(43.23558, -108.110518)",
MAINE,2017,31,,-,88,,153,,2704,,2388,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
ILLINOIS,2017,31,65,,1069,,1501,,27889,,43352,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2017,31,114,,123,,350,,4372,,4770,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2017,31,,-,1150,,1360,,27867,,34163,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGINIA,2017,31,726,,747,,4710,,25688,,23973,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
OHIO,2017,31,576,,1173,,1275,,34261,,35983,,2,,0,,4,,13,,13,,"OHIO
(40.056807, -82.405897)",
NEW YORK CITY,2017,31,548,,1379,,1594,,42064,,39158,,,N,0,,0,,,N,,N,,
C.N.M.I.,2017,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
SOUTH CAROLINA,2017,31,624,,581,,767,,18314,,17253,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
E.N. CENTRAL,2017,31,1509,,4335,,5214,,121573,,140019,,2,,1,,4,,25,,51,,,
OKLAHOMA,2017,31,55,,338,,472,,8953,,12888,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
LOUISIANA,2017,31,626,,694,,1684,,22199,,17473,,,-,0,,3,,1,,8,,"LOUISIANA
(31.2931, -92.463284)",
MOUNTAIN,2017,31,1335,,2097,,2714,,60747,,64092,,155,,114,,159,,3529,,3702,,,
NEBRASKA,2017,31,123,,162,,274,,4691,,4775,,1,,0,,2,,9,,4,,"NEBRASKA
(41.640503, -99.367122)",
NEW JERSEY,2017,31,319,,683,,781,,19366,,20261,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
GUAM,2017,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSISSIPPI,2017,31,544,,325,,711,,8638,,11681,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
WISCONSIN,2017,31,444,,520,,639,,16024,,15794,,,-,0,,2,,1,,10,,"WISCONSIN
(44.395526, -89.834513)",
ALASKA,2017,31,,-,109,,142,,2496,,3308,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MICHIGAN,2017,31,146,,835,,1095,,23674,,26671,,,-,0,,2,,11,,27,,"MICHIGAN
(44.66399, -84.711206)",
OREGON,2017,31,310,,347,,545,,10848,,10237,,,-,0,,2,,5,,8,,"OREGON
(44.567912, -120.156945)",
MID. ATLANTIC,2017,31,2640,,4066,,5094,,126496,,116778,,,-,0,,0,,,-,,-,,
ARKANSAS,2017,31,103,,270,,549,,6706,,9172,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
S. ATLANTIC,2017,31,3996,,6344,,11499,,191272,,195599,,,-,0,,2,,4,,6,,,
ARIZONA,2017,31,538,,670,,1092,,20390,,19440,,155,,111,,155,,3414,,3613,,"ARIZONA
(34.869712, -111.760902)",
UTAH,2017,31,134,,189,,231,,5866,,5638,,,-,1,,4,,31,,20,,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2017,31,1,,252,,459,,5355,,7713,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
E.S. CENTRAL,2017,31,1138,,1837,,2485,,53669,,56618,,,-,0,,1,,2,,,-,,
NEW HAMPSHIRE,2017,31,76,,72,,201,,3195,,2360,,,-,0,,1,,1,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
INDIANA,2017,31,278,,634,,974,,19725,,18219,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
COLORADO,2017,31,424,,488,,790,,14666,,16030,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2017,31,,-,79,,496,,2429,,2288,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MARYLAND,2017,31,527,,527,,1343,,14650,,16047,,,-,0,,2,,4,,5,,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2017,31,,-,130,,179,,3338,,4038,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
W.S. CENTRAL,2017,31,3230,,4223,,5409,,126242,,125170,,,-,0,,3,,2,,9,,,
WASHINGTON,2017,31,505,,505,,819,,14417,,18453,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MONTANA,2017,31,,-,77,,158,,1106,,2560,,,-,0,,3,,13,,7,,"MONTANA
(47.062617, -109.430168)",
IDAHO,2017,31,115,,108,,166,,2681,,3476,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
KANSAS,2017,31,,-,256,,295,,7430,,7036,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
NEW ENGLAND,2017,31,77,,1069,,1524,,29587,,31306,,,-,0,,1,,1,,2,,,
UNITED STATES,2017,31,16803,,31215,,37915,,915974,,937986,,172,,209,,363,,5651,,5879,,,
ALABAMA,2017,31,,-,484,,633,,14677,,17494,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
CALIFORNIA,2017,31,1732,,3961,,4445,,121100,,116931,,14,,83,,224,,2061,,2028,,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2017,31,906,,854,,2358,,25104,,23432,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
IOWA,2017,31,,-,258,,302,,7266,,7520,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MINNESOTA,2017,31,5,,443,,524,,12290,,13351,,,-,0,,2,,,-,47,,"MINNESOTA
(46.357661, -94.793397)",
NEVADA,2017,31,54,,272,,433,,7581,,8195,,,-,2,,6,,62,,43,,"NEVADA
(39.491833, -117.070159)",
AMER. SAMOA,2017,31,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
WEST VIRGINIA,2017,31,59,,84,,130,,2483,,2818,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSOURI,2017,31,203,,631,,750,,18567,,18042,,,-,0,,2,,10,,16,,"MISSOURI
(38.636168, -92.566292)",
W.N. CENTRAL,2017,31,331,,1896,,2128,,54189,,55437,,1,,1,,2,,22,,73,,,
VIRGIN ISL.,2017,31,,-,7,,15,,46,,409,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTH DAKOTA,2017,31,,-,59,,77,,1615,,2117,,,-,0,,1,,3,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2017,31,42,,254,,391,,7403,,7562,,,-,0,,2,,7,,18,,"NEW MEXICO
(34.520396, -106.244402)",
GEORGIA,2017,31,383,,1202,,1432,,35108,,38092,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
FLORIDA,2017,31,1313,,1891,,2771,,58437,,55970,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
SOUTH DAKOTA,2017,31,,-,83,,120,,2330,,2596,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MASSACHUSETTS,2017,31,,-,553,,616,,15279,,15531,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
TEXAS,2017,31,2446,,2869,,4081,,88384,,85637,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
KENTUCKY,2017,31,370,,388,,714,,11219,,8861,,,-,0,,1,,2,,,-,"KENTUCKY
(37.64591, -84.774043)",
PENNSYLVANIA,2017,31,867,,1108,,2005,,39962,,33927,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
DELAWARE,2017,31,99,,102,,197,,3201,,2922,,,-,0,,1,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2017,32,563,,503,,819,,14980,,19051,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2017,32,754,,1106,,2005,,40890,,34997,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
MINNESOTA,2017,32,29,,444,,524,,12890,,13783,,,-,0,,2,,,-,49,,"MINNESOTA
(46.357661, -94.793397)",
ALASKA,2017,32,45,,114,,142,,3380,,3434,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MAINE,2017,32,,-,88,,153,,2704,,2474,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
VIRGINIA,2017,32,276,,743,,4710,,26008,,25125,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
GEORGIA,2017,32,528,,1202,,1432,,36563,,39379,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
PACIFIC,2017,32,3076,,5146,,5737,,159380,,158134,,4,,83,,224,,2150,,2149,,,
ILLINOIS,2017,32,,-,1045,,1501,,27889,,44842,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
VIRGIN ISL.,2017,32,,-,6,,15,,46,,418,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW YORK CITY,2017,32,782,,1391,,1594,,43802,,40488,,,N,0,,0,,,N,,N,,
OHIO,2017,32,548,,1169,,1275,,35503,,37127,,2,,0,,4,,15,,13,,"OHIO
(40.056807, -82.405897)",
W.S. CENTRAL,2017,32,3715,,4223,,5407,,130475,,129431,,,-,0,,3,,2,,12,,,
AMER. SAMOA,2017,32,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
MISSOURI,2017,32,253,,631,,750,,19199,,18727,,,-,0,,2,,10,,16,,"MISSOURI
(38.636168, -92.566292)",
OKLAHOMA,2017,32,72,,337,,472,,9439,,13344,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
LOUISIANA,2017,32,719,,694,,1684,,22920,,17931,,,-,0,,3,,1,,11,,"LOUISIANA
(31.2931, -92.463284)",
UTAH,2017,32,136,,190,,231,,6081,,5803,,,-,1,,4,,31,,21,,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2017,32,21,,252,,459,,5554,,8045,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
MID. ATLANTIC,2017,32,2787,,4087,,5094,,130947,,120901,,,-,0,,0,,,-,,-,,
NORTH DAKOTA,2017,32,4,,59,,77,,1740,,2181,,,-,0,,1,,3,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
C.N.M.I.,2017,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
COLORADO,2017,32,,-,485,,790,,14666,,16544,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MICHIGAN,2017,32,173,,851,,1095,,24751,,27670,,,-,0,,2,,11,,27,,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2017,32,116,,257,,295,,7936,,7269,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
ARIZONA,2017,32,1462,,670,,1092,,22135,,20098,,137,,110,,155,,3530,,3733,,"ARIZONA
(34.869712, -111.760902)",
WEST VIRGINIA,2017,32,82,,84,,130,,2571,,2909,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
E.N. CENTRAL,2017,32,1404,,4309,,5214,,125099,,144911,,2,,1,,4,,27,,51,,,
NEW YORK,2017,32,942,,854,,2358,,26025,,24444,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
W.N. CENTRAL,2017,32,557,,1897,,2128,,56661,,57405,,,-,1,,2,,22,,75,,,
E.S. CENTRAL,2017,32,836,,1820,,2485,,54404,,58642,,,-,0,,1,,2,,,-,,
ARKANSAS,2017,32,19,,256,,549,,6726,,9454,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
MASSACHUSETTS,2017,32,342,,556,,617,,17078,,16084,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
VERMONT,2017,32,1,,24,,102,,664,,1062,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
NEVADA,2017,32,1,,272,,433,,7631,,8466,,,-,2,,6,,65,,45,,"NEVADA
(39.491833, -117.070159)",
CALIFORNIA,2017,32,2105,,3974,,4445,,125880,,120866,,4,,83,,224,,2145,,2141,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH DAKOTA,2017,32,,-,82,,120,,2330,,2677,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MARYLAND,2017,32,675,,536,,1343,,15589,,16684,,,-,0,,2,,4,,5,,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2017,32,309,,685,,793,,20230,,20972,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
INDIANA,2017,32,296,,639,,974,,20422,,18911,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
UNITED STATES,2017,32,18367,,31217,,37915,,950042,,971148,,143,,208,,363,,5856,,6120,,,
MOUNTAIN,2017,32,1674,,2096,,2714,,62986,,66241,,137,,114,,159,,3648,,3825,,,
GUAM,2017,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2017,32,,-,109,,166,,2681,,3607,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
RHODE ISLAND,2017,32,159,,80,,496,,2816,,2353,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
DIST. OF COL.,2017,32,204,,157,,426,,5728,,4472,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
FLORIDA,2017,32,1267,,1907,,2771,,60648,,58104,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2017,32,,-,1149,,1361,,28685,,35360,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEBRASKA,2017,32,,-,162,,274,,4691,,4991,,,-,0,,2,,9,,4,,"NEBRASKA
(41.640503, -99.367122)",
NEW HAMPSHIRE,2017,32,141,,73,,201,,3337,,2411,,,-,0,,1,,1,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2017,32,,-,663,,917,,19135,,19403,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
WYOMING,2017,32,34,,35,,59,,1105,,1237,,,-,0,,1,,2,,1,,"WYOMING
(43.23558, -108.110518)",
NEW ENGLAND,2017,32,664,,1063,,1524,,32153,,32429,,,-,0,,1,,1,,2,,,
MONTANA,2017,32,,-,76,,158,,1106,,2644,,,-,0,,3,,13,,7,,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2017,32,387,,524,,641,,16534,,16361,,,-,0,,2,,1,,10,,"WISCONSIN
(44.395526, -89.834513)",
OREGON,2017,32,360,,347,,545,,11209,,10573,,,-,0,,2,,5,,8,,"OREGON
(44.567912, -120.156945)",
KENTUCKY,2017,32,359,,384,,714,,11445,,9172,,,-,0,,1,,2,,,-,"KENTUCKY
(37.64591, -84.774043)",
PUERTO RICO,2017,32,165,,122,,350,,4545,,4867,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2017,32,2905,,2869,,4072,,91390,,88702,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
DELAWARE,2017,32,116,,102,,197,,3317,,3001,,,-,0,,1,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
IOWA,2017,32,155,,261,,302,,7875,,7777,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2017,32,506,,582,,767,,18828,,18020,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALABAMA,2017,32,,-,483,,633,,14677,,18106,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
S. ATLANTIC,2017,32,3654,,6357,,11499,,197937,,203054,,,-,0,,2,,4,,6,,,
NEW MEXICO,2017,32,41,,252,,391,,7581,,7842,,,-,0,,2,,7,,18,,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2017,32,3,,130,,180,,3931,,4210,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
MISSISSIPPI,2017,32,477,,325,,711,,9147,,11961,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
C.N.M.I.,2017,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OREGON,2017,33,342,,347,,545,,11588,,10889,,,-,0,,2,,5,,8,,"OREGON
(44.567912, -120.156945)",
VIRGIN ISL.,2017,33,,-,6,,15,,46,,432,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
LOUISIANA,2017,33,342,,703,,1684,,23260,,18648,,,-,0,,1,,1,,11,,"LOUISIANA
(31.2931, -92.463284)",
PACIFIC,2017,33,3057,,5128,,5737,,164744,,163234,,6,,84,,224,,2252,,2301,,,
OHIO,2017,33,564,,1175,,1275,,36717,,38311,,,-,0,,4,,15,,13,,"OHIO
(40.056807, -82.405897)",
FLORIDA,2017,33,1228,,1933,,2771,,62850,,60091,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
E.S. CENTRAL,2017,33,562,,1805,,2485,,55188,,60696,,,-,0,,1,,2,,,-,,
ILLINOIS,2017,33,51,,1031,,1501,,30171,,46343,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NEW YORK CITY,2017,33,836,,1392,,1595,,45285,,41735,,,N,0,,0,,,N,,N,,
KANSAS,2017,33,56,,257,,295,,8173,,7528,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
DELAWARE,2017,33,113,,103,,197,,3430,,3108,,,-,0,,1,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
MARYLAND,2017,33,734,,536,,1343,,16802,,17295,,,-,0,,2,,4,,5,,"MARYLAND
(39.290443, -76.612333)",
ALABAMA,2017,33,,-,480,,633,,14677,,18696,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
VERMONT,2017,33,,-,23,,102,,669,,1101,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
ALASKA,2017,33,,-,112,,142,,3380,,3563,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
AMER. SAMOA,2017,33,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
SOUTH DAKOTA,2017,33,,-,82,,120,,2330,,2750,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARIZONA,2017,33,352,,682,,1480,,22530,,20823,,158,,110,,155,,3675,,3842,,"ARIZONA
(34.869712, -111.760902)",
MICHIGAN,2017,33,231,,847,,1095,,25756,,28577,,,-,0,,2,,11,,27,,"MICHIGAN
(44.66399, -84.711206)",
NORTH DAKOTA,2017,33,8,,59,,77,,1799,,2243,,,-,0,,1,,3,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
S. ATLANTIC,2017,33,4052,,6310,,11499,,205466,,209748,,,-,0,,2,,4,,6,,,
NEVADA,2017,33,2,,271,,433,,7723,,8692,,,-,2,,6,,66,,46,,"NEVADA
(39.491833, -117.070159)",
MASSACHUSETTS,2017,33,,-,556,,617,,17078,,16598,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
GEORGIA,2017,33,463,,1192,,1433,,37589,,40644,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
WASHINGTON,2017,33,404,,503,,819,,15384,,19623,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
DIST. OF COL.,2017,33,113,,161,,426,,5869,,4645,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
W.N. CENTRAL,2017,33,483,,1897,,2128,,58265,,59351,,,-,2,,5,,64,,77,,,
MISSOURI,2017,33,282,,634,,750,,20034,,19371,,,-,0,,2,,10,,16,,"MISSOURI
(38.636168, -92.566292)",
MID. ATLANTIC,2017,33,2997,,4087,,5094,,135351,,125009,,,-,0,,0,,,-,,-,,
HAWAII,2017,33,,-,130,,180,,3931,,4357,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2017,33,6,,252,,459,,5808,,8321,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
WISCONSIN,2017,33,354,,526,,641,,17049,,16849,,,-,0,,2,,1,,10,,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2017,33,66,,160,,274,,4959,,5168,,,-,0,,2,,9,,4,,"NEBRASKA
(41.640503, -99.367122)",
WYOMING,2017,33,28,,35,,59,,1147,,1268,,,-,0,,1,,2,,1,,"WYOMING
(43.23558, -108.110518)",
