Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2019†","Cholera, Cum 2019†, flag","Cholera, Cum 2018†","Cholera, Cum 2018†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2019†","Coccidioidomycosis, Cum 2019†, flag","Coccidioidomycosis, Cum 2018†","Coccidioidomycosis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
MARYLAND,2019,42,,-,1,,,-,,-,,-,1,,6,,4,,"MARYLAND
(38.946466, -76.687282)",,20194233
NORTH CAROLINA,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20194234
SOUTH CAROLINA,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194235
VIRGINIA,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",,20194236
WEST VIRGINIA,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20194237
EAST SOUTH CENTRAL,2019,42,,-,0,,,-,,-,,-,1,,2,,,-,,EAST SOUTH CENTRAL,20194238
ALABAMA,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20194239
KENTUCKY,2019,42,,-,0,,,-,,-,,-,1,,2,,,-,"KENTUCKY
(37.526683, -85.290484)",,20194240
MISSISSIPPI,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20194241
TENNESSEE,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",,20194242
WEST SOUTH CENTRAL,2019,42,,-,1,,,-,1,,,-,3,,15,,22,,,WEST SOUTH CENTRAL,20194243
ARKANSAS,2019,42,,-,0,,,-,,-,,-,1,,9,,5,,"ARKANSAS
(34.899825, -92.439162)",,20194244
LOUISIANA,2019,42,,-,1,,,-,1,,,-,3,,6,,17,,"LOUISIANA
(30.921314, -91.840238)",,20194245
OKLAHOMA,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20194246
TEXAS,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",,20194247
MOUNTAIN,2019,42,,-,0,,,-,2,,217,,290,,8170,,6414,,,MOUNTAIN,20194248
ARIZONA,2019,42,,-,0,,,-,2,,217,,285,,8021,,6149,,"ARIZONA
(34.293239, -111.664616)",,20194249
COLORADO,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",,20194250
IDAHO,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20194251
MONTANA,2019,42,,-,0,,,-,,-,,-,2,,10,,24,,"MONTANA
(47.033521, -109.645127)",,20194252
NEVADA,2019,42,,-,0,,,-,,-,,-,6,,77,,145,,"NEVADA
(39.283294, -114.916992)",,20194253
NEW MEXICO,2019,42,,-,0,,,-,,-,,-,4,,61,,48,,"NEW MEXICO
(34.421369, -106.108388)",,20194254
UTAH,2019,42,,-,0,,,-,,-,,-,4,,,-,45,,"UTAH
(39.323779, -111.678222)",,20194255
WYOMING,2019,42,,-,0,,,-,,-,,-,1,,1,,3,,"WYOMING
(42.999627, -107.55145)",,20194256
PACIFIC,2019,42,,-,1,,,-,2,,44,,248,,5767,,6006,,,PACIFIC,20194257
ALASKA,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",,20194258
CALIFORNIA,2019,42,,-,1,,,-,2,,44,,248,,5764,,5999,,"CALIFORNIA
(37.211164, -119.662127)",,20194259
HAWAII,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",,20194260
OREGON,2019,42,,-,0,,,-,,-,,-,1,,3,,7,,"OREGON
(43.940449, -120.605279)",,20194261
WASHINGTON,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20194262
US TERRITORIES,2019,42,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194263
AMERICAN SAMOA,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20194264
NORTHERN MARIANA ISLANDS,2019,42,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194265
GUAM,2019,42,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194266
PUERTO RICO,2019,42,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",,20194267
U.S. VIRGIN ISLANDS,2019,42,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194268
NON-US RESIDENTS,2019,42,,-,,NC,,-,,NP,,-,,NC,3,,,NP,,NON-US RESIDENTS,20194269
TOTAL,2019,42,,-,2,,2,,10,,262,,473,,14118,,12657,,,TOTAL,20194270
US RESIDENTS,2019,43,,-,2,,2,,11,,251,,473,,14433,,12974,,,US RESIDENTS,20194301
NEW ENGLAND,2019,43,,-,0,,,-,,-,,-,1,,2,,5,,,NEW ENGLAND,20194302
CONNECTICUT,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",,20194303
MAINE,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",,20194304
MASSACHUSETTS,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",,20194305
NEW HAMPSHIRE,2019,43,,-,0,,,-,,-,,-,1,,1,,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194306
RHODE ISLAND,2019,43,,-,0,,,-,,-,,-,1,,1,,4,,"RHODE ISLAND
(41.572574, -71.534637)",,20194307
VERMONT,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",,20194308
MIDDLE ATLANTIC,2019,43,,-,1,,,-,4,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20194309
NEW JERSEY,2019,43,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.110253, -74.655514)",,20194310
NEW YORK,2019,43,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20194311
NEW YORK CITY,2019,43,,-,1,,,-,2,,,N,,NC,,N,,N,,NEW YORK CITY,20194312
PENNSYLVANIA,2019,43,,-,0,,,-,2,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20194313
EAST NORTH CENTRAL,2019,43,,-,1,,2,,1,,,-,4,,45,,81,,,EAST NORTH CENTRAL,20194314
ILLINOIS,2019,43,,-,1,,1,,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20194315
INDIANA,2019,43,,-,0,,,-,,-,,-,0,,,-,7,,"INDIANA
(39.919991, -86.2818)",,20194316
MICHIGAN,2019,43,,-,1,,1,,1,,,-,4,,28,,32,,"MICHIGAN
(44.874798, -85.730977)",,20194317
OHIO,2019,43,,-,0,,,-,,-,,-,3,,15,,21,,"OHIO
(40.415534, -82.70936)",,20194318
WISCONSIN,2019,43,,-,0,,,-,,-,,-,2,,2,,21,,"WISCONSIN
(44.639954, -89.732969)",,20194319
WEST NORTH CENTRAL,2019,43,,-,0,,,-,,-,1,,7,,109,,127,,,WEST NORTH CENTRAL,20194320
IOWA,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20194321
KANSAS,2019,43,,-,0,,,-,,-,,-,1,,,-,5,,"KANSAS
(38.484729, -98.38018)",,20194322
MINNESOTA,2019,43,,-,0,,,-,,-,1,,5,,74,,89,,"MINNESOTA
(46.349153, -94.198308)",,20194323
MISSOURI,2019,43,,-,0,,,-,,-,,-,2,,21,,26,,"MISSOURI
(38.3675, -92.477244)",,20194324
NEBRASKA,2019,43,,-,0,,,-,,-,,-,1,,6,,6,,"NEBRASKA
(41.527099, -99.810595)",,20194325
NORTH DAKOTA,2019,43,,-,0,,,-,,-,,-,1,,2,,1,,"NORTH DAKOTA
(47.446305, -100.46931)",,20194326
SOUTH DAKOTA,2019,43,,-,0,,,-,,-,,-,1,,6,,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194327
SOUTH ATLANTIC,2019,43,,-,1,,,-,,-,,-,1,,6,,4,,,SOUTH ATLANTIC,20194328
DELAWARE,2019,43,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194329
DISTRICT OF COLUMBIA,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194330
FLORIDA,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",,20194331
GEORGIA,2019,43,,-,1,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",,20194332
MARYLAND,2019,43,,-,1,,,-,,-,,-,1,,6,,4,,"MARYLAND
(38.946466, -76.687282)",,20194333
NORTH CAROLINA,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20194334
SOUTH CAROLINA,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194335
VIRGINIA,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",,20194336
WEST VIRGINIA,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20194337
EAST SOUTH CENTRAL,2019,43,,-,0,,,-,,-,,-,1,,2,,,-,,EAST SOUTH CENTRAL,20194338
ALABAMA,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20194339
KENTUCKY,2019,43,,-,0,,,-,,-,,-,1,,2,,,-,"KENTUCKY
(37.526683, -85.290484)",,20194340
MISSISSIPPI,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20194341
TENNESSEE,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",,20194342
WEST SOUTH CENTRAL,2019,43,,-,1,,,-,2,,,-,3,,15,,22,,,WEST SOUTH CENTRAL,20194343
ARKANSAS,2019,43,,-,0,,,-,,-,,-,1,,9,,5,,"ARKANSAS
(34.899825, -92.439162)",,20194344
LOUISIANA,2019,43,,-,1,,,-,2,,,-,3,,6,,17,,"LOUISIANA
(30.921314, -91.840238)",,20194345
OKLAHOMA,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20194346
TEXAS,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",,20194347
MOUNTAIN,2019,43,,-,0,,,-,2,,225,,290,,8389,,6579,,,MOUNTAIN,20194348
ARIZONA,2019,43,,-,0,,,-,2,,225,,285,,8240,,6310,,"ARIZONA
(34.293239, -111.664616)",,20194349
COLORADO,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",,20194350
IDAHO,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20194351
MONTANA,2019,43,,-,0,,,-,,-,,-,2,,10,,24,,"MONTANA
(47.033521, -109.645127)",,20194352
NEVADA,2019,43,,-,0,,,-,,-,,-,6,,77,,147,,"NEVADA
(39.283294, -114.916992)",,20194353
NEW MEXICO,2019,43,,-,0,,,-,,-,,-,4,,61,,50,,"NEW MEXICO
(34.421369, -106.108388)",,20194354
UTAH,2019,43,,-,0,,,-,,-,,-,2,,,-,45,,"UTAH
(39.323779, -111.678222)",,20194355
WYOMING,2019,43,,-,0,,,-,,-,,-,1,,1,,3,,"WYOMING
(42.999627, -107.55145)",,20194356
PACIFIC,2019,43,,-,1,,,-,2,,25,,248,,5865,,6156,,,PACIFIC,20194357
ALASKA,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",,20194358
CALIFORNIA,2019,43,,-,1,,,-,2,,25,,248,,5862,,6149,,"CALIFORNIA
(37.211164, -119.662127)",,20194359
HAWAII,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",,20194360
OREGON,2019,43,,-,0,,,-,,-,,-,1,,3,,7,,"OREGON
(43.940449, -120.605279)",,20194361
WASHINGTON,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20194362
US TERRITORIES,2019,43,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194363
AMERICAN SAMOA,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20194364
NORTHERN MARIANA ISLANDS,2019,43,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194365
GUAM,2019,43,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194366
PUERTO RICO,2019,43,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",,20194367
U.S. VIRGIN ISLANDS,2019,43,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194368
NON-US RESIDENTS,2019,43,,-,,NC,,-,,NP,,-,,NC,3,,,NP,,NON-US RESIDENTS,20194369
TOTAL,2019,43,,-,2,,2,,11,,251,,473,,14436,,12974,,,TOTAL,20194370
US RESIDENTS,2019,44,,-,2,,2,,11,,309,,476,,14999,,13299,,,US RESIDENTS,20194401
NEW ENGLAND,2019,44,,-,0,,,-,,-,,-,1,,2,,5,,,NEW ENGLAND,20194402
CONNECTICUT,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",,20194403
MAINE,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",,20194404
MASSACHUSETTS,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",,20194405
NEW HAMPSHIRE,2019,44,,-,0,,,-,,-,,-,1,,1,,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194406
RHODE ISLAND,2019,44,,-,0,,,-,,-,,-,1,,1,,4,,"RHODE ISLAND
(41.572574, -71.534637)",,20194407
VERMONT,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",,20194408
MIDDLE ATLANTIC,2019,44,,-,1,,,-,4,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20194409
NEW JERSEY,2019,44,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.110253, -74.655514)",,20194410
NEW YORK,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20194411
NEW YORK CITY,2019,44,,-,1,,,-,2,,,N,,NC,,N,,N,,NEW YORK CITY,20194412
PENNSYLVANIA,2019,44,,-,0,,,-,2,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20194413
EAST NORTH CENTRAL,2019,44,,-,1,,2,,1,,1,,4,,46,,85,,,EAST NORTH CENTRAL,20194414
ILLINOIS,2019,44,,-,1,,1,,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20194415
INDIANA,2019,44,,-,0,,,-,,-,,-,0,,,-,7,,"INDIANA
(39.919991, -86.2818)",,20194416
MICHIGAN,2019,44,,-,1,,1,,1,,,-,4,,28,,36,,"MICHIGAN
(44.874798, -85.730977)",,20194417
OHIO,2019,44,,-,0,,,-,,-,1,,3,,16,,21,,"OHIO
(40.415534, -82.70936)",,20194418
WISCONSIN,2019,44,,-,0,,,-,,-,,-,2,,2,,21,,"WISCONSIN
(44.639954, -89.732969)",,20194419
WEST NORTH CENTRAL,2019,44,,-,0,,,-,,-,,-,7,,112,,130,,,WEST NORTH CENTRAL,20194420
IOWA,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20194421
KANSAS,2019,44,,-,0,,,-,,-,,-,1,,,-,5,,"KANSAS
(38.484729, -98.38018)",,20194422
MINNESOTA,2019,44,,-,0,,,-,,-,,-,5,,74,,92,,"MINNESOTA
(46.349153, -94.198308)",,20194423
MISSOURI,2019,44,,-,0,,,-,,-,,-,2,,24,,26,,"MISSOURI
(38.3675, -92.477244)",,20194424
NEBRASKA,2019,44,,-,0,,,-,,-,,-,1,,6,,6,,"NEBRASKA
(41.527099, -99.810595)",,20194425
NORTH DAKOTA,2019,44,,-,0,,,-,,-,,-,1,,2,,1,,"NORTH DAKOTA
(47.446305, -100.46931)",,20194426
SOUTH DAKOTA,2019,44,,-,0,,,-,,-,,-,1,,6,,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194427
SOUTH ATLANTIC,2019,44,,-,1,,,-,,-,,-,1,,6,,4,,,SOUTH ATLANTIC,20194428
DELAWARE,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194429
DISTRICT OF COLUMBIA,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194430
FLORIDA,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",,20194431
GEORGIA,2019,44,,-,1,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",,20194432
MARYLAND,2019,44,,-,1,,,-,,-,,-,1,,6,,4,,"MARYLAND
(38.946466, -76.687282)",,20194433
NORTH CAROLINA,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20194434
SOUTH CAROLINA,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194435
VIRGINIA,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",,20194436
WEST VIRGINIA,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20194437
EAST SOUTH CENTRAL,2019,44,,-,0,,,-,,-,,-,1,,2,,,-,,EAST SOUTH CENTRAL,20194438
ALABAMA,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20194439
KENTUCKY,2019,44,,-,0,,,-,,-,,-,1,,2,,,-,"KENTUCKY
(37.526683, -85.290484)",,20194440
MISSISSIPPI,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20194441
TENNESSEE,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",,20194442
WEST SOUTH CENTRAL,2019,44,,-,1,,,-,2,,,-,3,,24,,22,,,WEST SOUTH CENTRAL,20194443
ARKANSAS,2019,44,,-,0,,,-,,-,,-,1,,9,,5,,"ARKANSAS
(34.899825, -92.439162)",,20194444
LOUISIANA,2019,44,,-,1,,,-,2,,,-,3,,15,,17,,"LOUISIANA
(30.921314, -91.840238)",,20194445
OKLAHOMA,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20194446
TEXAS,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",,20194447
MOUNTAIN,2019,44,,-,1,,,-,2,,254,,294,,8660,,6724,,,MOUNTAIN,20194448
ARIZONA,2019,44,,-,0,,,-,2,,253,,285,,8466,,6452,,"ARIZONA
(34.293239, -111.664616)",,20194449
COLORADO,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",,20194450
IDAHO,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20194451
MONTANA,2019,44,,-,0,,,-,,-,,-,2,,10,,24,,"MONTANA
(47.033521, -109.645127)",,20194452
NEVADA,2019,44,,-,1,,,-,,-,1,,7,,91,,148,,"NEVADA
(39.283294, -114.916992)",,20194453
NEW MEXICO,2019,44,,-,0,,,-,,-,,-,7,,92,,50,,"NEW MEXICO
(34.421369, -106.108388)",,20194454
UTAH,2019,44,,-,0,,,-,,-,,-,2,,,-,47,,"UTAH
(39.323779, -111.678222)",,20194455
WYOMING,2019,44,,-,0,,,-,,-,,-,1,,1,,3,,"WYOMING
(42.999627, -107.55145)",,20194456
PACIFIC,2019,44,,-,1,,,-,2,,54,,250,,6147,,6329,,,PACIFIC,20194457
ALASKA,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",,20194458
CALIFORNIA,2019,44,,-,1,,,-,2,,54,,250,,6144,,6322,,"CALIFORNIA
(37.211164, -119.662127)",,20194459
HAWAII,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",,20194460
OREGON,2019,44,,-,0,,,-,,-,,-,1,,3,,7,,"OREGON
(43.940449, -120.605279)",,20194461
WASHINGTON,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20194462
US TERRITORIES,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194463
AMERICAN SAMOA,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20194464
NORTHERN MARIANA ISLANDS,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194465
GUAM,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194466
PUERTO RICO,2019,44,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",,20194467
U.S. VIRGIN ISLANDS,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194468
NON-US RESIDENTS,2019,44,,-,,NC,,-,,NP,,-,,NC,4,,,NP,,NON-US RESIDENTS,20194469
TOTAL,2019,44,,-,2,,2,,11,,309,,476,,15003,,13299,,,TOTAL,20194470
US RESIDENTS,2019,45,,-,2,,2,,11,,176,,476,,15304,,13605,,,US RESIDENTS,20194501
NEW ENGLAND,2019,45,,-,0,,,-,,-,,-,1,,2,,5,,,NEW ENGLAND,20194502
CONNECTICUT,2019,45,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",,20194503
MAINE,2019,45,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",,20194504
MASSACHUSETTS,2019,45,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",,20194505
NEW HAMPSHIRE,2019,45,,-,0,,,-,,-,,-,1,,1,,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194506
RHODE ISLAND,2019,45,,-,0,,,-,,-,,-,1,,1,,4,,"RHODE ISLAND
(41.572574, -71.534637)",,20194507
VERMONT,2019,45,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",,20194508
MIDDLE ATLANTIC,2019,45,,-,1,,,-,4,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20194509
NEW JERSEY,2019,45,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.110253, -74.655514)",,20194510
NEW YORK,2019,45,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20194511
NEW YORK CITY,2019,45,,-,1,,,-,2,,,N,,NC,,N,,N,,NEW YORK CITY,20194512
PENNSYLVANIA,2019,45,,-,0,,,-,2,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20194513
EAST NORTH CENTRAL,2019,45,,-,1,,2,,1,,1,,4,,48,,85,,,EAST NORTH CENTRAL,20194514
ILLINOIS,2019,45,,-,1,,1,,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20194515
INDIANA,2019,45,,-,0,,,-,,-,,-,0,,,-,7,,"INDIANA
(39.919991, -86.2818)",,20194516
MICHIGAN,2019,45,,-,1,,1,,1,,1,,3,,30,,36,,"MICHIGAN
(44.874798, -85.730977)",,20194517
OHIO,2019,45,,-,0,,,-,,-,,-,3,,16,,21,,"OHIO
(40.415534, -82.70936)",,20194518
WISCONSIN,2019,45,,-,0,,,-,,-,,-,2,,2,,21,,"WISCONSIN
(44.639954, -89.732969)",,20194519
WEST NORTH CENTRAL,2019,45,,-,0,,,-,,-,4,,7,,116,,131,,,WEST NORTH CENTRAL,20194520
IOWA,2019,45,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20194521
KANSAS,2019,45,,-,0,,,-,,-,,-,1,,,-,6,,"KANSAS
(38.484729, -98.38018)",,20194522
MINNESOTA,2019,45,,-,0,,,-,,-,4,,5,,78,,92,,"MINNESOTA
(46.349153, -94.198308)",,20194523
MISSOURI,2019,45,,-,0,,,-,,-,,-,2,,24,,26,,"MISSOURI
(38.3675, -92.477244)",,20194524
NEBRASKA,2019,45,,-,0,,,-,,-,,-,1,,6,,6,,"NEBRASKA
(41.527099, -99.810595)",,20194525
NORTH DAKOTA,2019,45,,-,0,,,-,,-,,-,1,,2,,1,,"NORTH DAKOTA
(47.446305, -100.46931)",,20194526
SOUTH DAKOTA,2019,45,,-,0,,,-,,-,,-,1,,6,,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194527
SOUTH ATLANTIC,2019,45,,-,1,,,-,,-,,-,1,,6,,4,,,SOUTH ATLANTIC,20194528
DELAWARE,2019,45,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194529
DISTRICT OF COLUMBIA,2019,45,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194530
FLORIDA,2019,45,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",,20194531
GEORGIA,2019,45,,-,1,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",,20194532
MARYLAND,2019,45,,-,1,,,-,,-,,-,1,,6,,4,,"MARYLAND
(38.946466, -76.687282)",,20194533
NORTH CAROLINA,2019,45,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20194534
SOUTH CAROLINA,2019,45,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194535
VIRGINIA,2019,45,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",,20194536
WEST VIRGINIA,2019,45,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20194537
